strongs	hebrew	translit	gloss
3068	אֲדֹנָי	a.do.nai	Lord
3075	יְהוֹזָבָד	ye.ho.za.vad	Jehozabad
3076	יְהוֹחָנָן	ye.ho.cha.nan	Johanan
3077	יְהוֹיָדָע	ye.ho.ya.da	Jehoiada
3078	יְהוֹיָכִין	ye.ho.ya.khin	Jehoiachin
3079	אֶלְיָקִים	el.ya.qim	Eliakim
3080	יְהוֹיָרִיב	ye.ho.ya.riv	Jehoiarib
3081	יְהוּכַל	ye.hu.khal	Jehucal
3082	יְהוֹנָדָב	ye.ho.na.dav	Jonadab
3083	יְהוֹנָתָן	ye.ho.na.tan	Jonathan
3085	יְהוֹעַדָּה	ye.ho.ad.dah	Jehoaddah
3086	יְהוֹעַדָּן	ye.ho.ad.din	Jehoaddan
3087	יְהוֹצָדָק	ye.ho.tsa.daq	Jehozadak
3088	יְהוֹרָם	ye.ho.ram	Jehoram
3089	יְהוֹשֶׁבַע	ye.ho.she.va	Jehosheba
3091	הוֹשֵׁעַ	ho.she.a	Hoshea
3092	יְהוֹשָׁפָט	ye.ho.sha.phat	Jehoshaphat
3093	יָהִיר	ya.hir	proud
3094	יְהַלֶּלְאֵל	ye.hal.lel.el	Jehallelel
3095	יַהֲלֹם	ya.ha.lom	jasper
3096	יַ֫הַץה	ya.hats	Jahaz
3097	יוֹאָב	yo.av	Joab
3098	אֵיתָן	e.tan	Ethan
3099	יוֹאָחָז	yo.a.chaz	Joahaz
3100	וַשְׁנִי	vash.ni	`second`
3101	יְהוֹאָשׁ	ye.ho.ash	Jehoash
3103	יוֹבָב	yo.vav	Jobab
3104	יוֹבֵל	yo.vel	jubilee/horn
3105	יוּבַל	yu.val	stream
3106	יוּבָ֑ל	yu.val	Jubal
3107	יוֹזָבָד	yo.za.vad	Jozabad
3108	זָבָד	za.vad	Zabad
3109	יוֹחָא	yo.ach	Joha
3110	יוֹחָנָן	yo.cha.nan	Johanan
3111	יוֹיָדָע	yo.ya.da	Joiada
3113	יוֹיָקִים	yo.ya.qim	Joiakim
3114	יְהוֹיָרִיב	ye.ho.ya.riv	Jehoiarib
3115	יוֹכֶ֫בֶד	yo.khe.ved	Jochebed
3117	יוֹם	yom	day
3119	יוֹמָם	yo.mam	by day
3120	יָוָן	ya.van	Javan
3121	יָוֵן	ya.ven	mire
3122	יְהוֹנָדָב	ye.ho.na.dav	Jonadab
3123	יוֹנָה	yo.nah	dove
3124	יוֹנָה	yo.nah	Jonah
3126	יוֹנֵק	yo.neq	sapling
3127	יוֹנֶ֫קֶת	yo.ne.qet	shoot
3128	יוֹנַת אֵלֶם רְחֹקִים	yo.nat e.lem re.cho.qim	Dove on Far-off Terebinths
3129	יוֹנָתָן	yo.na.tan	Jonathan
3130	יְהוֹסֵף	ye.ho.seph	Joseph
3131	יוֹסִפְיָה	yo.siph.yah	Josiphiah
3132	יוֹעֵאלָה	yo.e.lah	Joelah
3133	יוֹעֵד	yo.ed	Joed
3134	יוֹעֶ֫זֶר	yo.e.zer	Joezer
3135	יוֹעָשׁ	yo.ash	Joash
3136	יוֹצָדָק	yo.tsa.daq	Jozadak
3137	יוֹקִים	yo.qim	Jokim
3138	יוֹרֶה	yo.reh	autumn rain
3139	חָרִיף	cha.riph	Hariph
3140	יוֹרַי	yo.ray	Jorai
3141	הֲדוֹרָם	ha.do.ram	Hadoram
3142	י֥וּשַׁב חֶ֖סֶד	yu.shav che.sed	Jushab-hesed
3143	יוֹשִׁבְיָה	yo.shiv.yah	Joshibiah
3144	יוֹשָׁה	yo.shah	Joshah
3145	יוֹשַׁוְיָה	yo.shav.yah	Joshaviah
3146	יוֹשָׁפָט	yo.sha.phat	Joshaphat
3147	יוֹתָם	yo.tam	Jotham
3148	יוֹתֵר	yo.ter	advantage
3149	יְזִיאֵל	ye.zav.el	Jeziel
3150	יִזִּיָּה	yiz.ziy.yah	Izziah
3151	יָזִיז	ya.ziz	Jaziz
3152	יִזְלִיאָה	yiz.li.ah	Izliah
3153	יַאֲזַנְיָ֫הוּ	ya.a.zan.yah	Jezaniah
3154	יֶ֫זַע	ye.za	sweat
3156	יִזְרַחְיָה	yiz.rach.yah	Izrahiah
3157	יִזְרְעֶאל	yiz.re.el	Jezreel
3160	חֻבָּה	ye.chub.bah	Jehubbah
3161	יָחַד	ya.chad	be joined
3162	יַ֫חַד	ya.chad	unitedness
3163	יַחְדּוֹ	yach.do	Jahdo
3164	יַחְדִּיאֵל	yach.di.el	Jahdiel
3165	יֶחְדְּיָ֫הוּ	yech.diy.ya.hu	Jehdeiah
3166	יַחֲזִיאֵל	ya.cha.zi.el	Jahaziel
3167	יַחְזְיָה	yach.ze.yah	Jahzeiah
3168	יְחֶזְקֵאל	ye.chez.qel	Jehezkel
3169	יְחִזְקִיָּה	ye.chiz.qiy.yah	Jehizkiah
3170	יַחְזֵרָה	yach.ze.rah	Jahzerah
3171	יְחִיאֵל	ye.chi.el	Jehiel
3173	יָחִיד	ya.chid	only
3175	יָחִיל	ya.chil	waiting
3176	יָחַל	ya.chal	to wait: wait
3177	יַחְלְאֵל	yach.le.el	Jahleel
3179	יָחַם	ya.cham	to conceive
3180	יַחְמוּר	yach.mur	roebuck
3181	יַחְמַי	yach.may	Jahmai
3182	יָחֵף	ya.cheph	barefoot
3183	יַחְצְאֵל	yach.tse.el	Jahzeel
3187	יָחַשׂ	ya.cha.s	to enroll
3188	יַ֫חַשׂ	ya.cha.s	genealogy
3189	יַ֫חַת	ya.chat	Jahath
3190	טְאֵב	te.ev	be good
3192	יׇטְבָה	yot.vah	Jotbah
3193	יׇטְבָ֫תָה	yot.va.tah	Jotbathah
3194	יֻטָּה	yut.tah	Juttah
3195	יְטוּר	ye.tur	Jetur
3196	יַ֫יִן	ya.yin	wine
3197	יַךְ	yakh	side
3198	יָכַח	ya.khach	to rebuke
3199	יָכִין	ya.khin	Jachin
3201	יָכֹל	ya.khol	be able
3203	יְכָלְיָהוּ	ye.khol.yah	Jecoliah
3205	יָלַד	ya.lad	to beget
3206	יֶ֫לֶד	ye.led	youth
3207	יַלְדָּה	yal.dah	maiden
3208	יַלְדוּת	yal.dut	youth
3209	יִלּוֹד	yil.lod	born
3210	יָלוֹן	ya.lon	Jalon
3211	יָלִיד	ya.lid	born
3213	יָלַל	ya.lal	to wail
3214	יְלֵל	ye.lel	howling
3215	יְלָלָה	ye.la.lah	wailing
3216	יָלַע	ya.la	to blurt
3217	יַלֶּ֫פֶת	yal.le.phet	scab
3218	יֶ֫לֶק	ye.leq	locust
3219	יַלְקוּט	yal.qut	pouch
3220	יָם	yam	sea
3222	יֵמִם	yem	hot spring
3223	יְמוּאֵל	ye.mu.el	Jemuel
3224	יְמִימָה	ye.mi.mah	Jemimah
3225	יָמִין	ya.min	right
3226	יָמִין	ya.min	Jamin
3227	יְמִינִי	ye.mi.ni	right
3229	יִמְלָה	yim.lah	Imlah
3230	יַמְלֵךְ	yam.lekh	Jamlech
3231	אָמַן	a.man	to turn right
3232	יִמְנָה	yim.nah	Imnah
3233	יְמָנִי	ye.ma.ni	right
3234	יִמְנָע	yim.na	Imna
3235	יָמַר	ya.mar	to exchange
3236	יִמְרָה	yim.rah	Imrah
3237	יָמַשׁ	ya.mash	to feel
3238	יָנָה	ya.nah	to oppress
3239	יָנוֹחַ	ya.no.ach	Janoah
3241	יָנוּם	ya.nim	Janim
3242	יְנִיקָה	ye.ni.qah	shoot
3243	יָנַק	ya.naq	to suckle
3244	יַנְשׁוּף	yan.shuph	owl
3245	יָסַד	ya.sad	to found
3246	יְסֻד	ye.sud	beginning
3247	יְסוֹד	ye.sod	(Gate of the) Foundation
3248	יְסוּדָה	ye.su.dah	foundation
3250	יִסּוֹר	yis.sor	faultfinder
3251	יָסַךְ	ya.sakh	to pour
3252	יִסְכָּה	yis.kah	Iscah
3253	יִסְמַכְיָהוּ	yis.makh.ya.hu	Ismachiah
3254	יָסַף	ya.saph	to add: again
3256	יָסַר	ya.sar	to discipline
3257	יָע	ya	shovel
3258	יַעְבֵּץ	ya.bets	Jabez
3259	יָעַד	ya.ad	to appoint
3261	יָעָה	ya.ah	to sweep away
3262	יְעוּאֵל	ye.u.el	Jeuel
3263	יְעוּץ	ye.uts	Jeuz
3266	יְעוּשׁ	ye.ush	Jeush
3267	יָעַז	ya.az	be fierce
3268	יַעֲזִיאֵל	ya.a.zi.el	Jaaziel
3269	יַעֲזִיָּ֫הוּ	ya.a.ziy.ya.hu	Jaaziah
3270	יַעְזֵר	ya.a.zer	Jazer
3271	יָעַט	ya.at	to cover
3273	יְחִיָּה	ye.chiy.yah	Jehiah
3275	יַעְכָּן	ya.kan	Jacan
3276	יָעַל	ya.al	to gain
3277	יָעֵל	ya.el	Wildgoats'
3278	יָעֵל	ya.el	Jael
3279	יַעֲלָא	ya.a.la	Jaalah
3280	יַעֲלָה	ya.a.lah	doe
3281	יַעְלָם	ya.lam	Jalam
3282	יַעַן	ya.an	because
3283	יָעֵן	ya.en	ostrich
3284	יַעֲנָה	ya.a.nah	ostrich
3285	יַעֲנַי	ya.a.nay	Janai
3286	יָעֵף	ya.aph	to faint
3287	יָעֵף	ya.eph	weary
3288	יְעָף	ye.aph	weariness
3289	יְעַט	ye.at	to counsel
3291	יַעֲקֹ֫בָה	ya.a.qo.vah	Jaakobah
3292	יַעֲקָן	ya.a.qan	Akan
3293	יָעוֹר	ya.or	wood
3295	יַעְרָה	ya.a.rah	honeycomb
3296	יָעִיר	ya.ur	Jair
3298	יַעֲרֶשְׁיָה	ya.a.resh.yah	Jaareshiah
3299	וְיַעֲשׂוֹ	ya.a.su	Jaasu
3300	יַעֲשִׂיאֵל	ya.a.si.el	Jaasiel
3301	יִפְדְּיָה	yiph.de.yah	Iphdeiah
3302	יָפָה	ya.phah	be beautiful
3303	יָפֶה	ya.pheh	beautiful
3304	יְפֵה־פִיָּה	ye.pheh-phiy.yah	pretty
3305	יָפוֹ	ya.pho	Joppa
3306	יָפַח	ya.phach	to breathe
3307	יָפֵחַ	ya.phe.ach	breathing
3308	יֳפִי	yo.phi	beauty
3309	יָפִיעַ	ya.phi.a	Japhia
3310	יַפְלֵט	yaph.let	Japhlet
3312	יְפֻנֶּה	ye.phun.neh	Jephunneh
3313	יָפַע	ya.pah	to shine
3314	יִפְעָה	yiph.ah	splendor
3315	יֶ֫פֶת	ye.phet	Japheth
3316	יִפְתָּח	yiph.tach	Iphtah
3317	גַּיְא	gay	(Iphtahel) Valley
3318	יָצָא	ya.tsa	to come out: come
3320	יָצַב	ya.tsav	to stand
3322	יָצַג	ya.tsag	to set
3323	יִצְהָר	yits.har	oil
3324	יִצְהָר	yits.har	Izhar
3326	יָצוּעַ	ya.tsu.a	bed
3327	יִצְחָק	yits.chaq	Isaac
3328	יִצְחַר	yits.char	Izhar
3329	יָצִיא	ya.tsi	offspring
3330	יַצִּיב	yats.tsiv	certain
3331	יָצַע	ya.tsa	to lay
3332	יָצַק	ya.tsaq	to pour: pour
3333	יְצֻקָה	ye.tsu.qah	casting
3335	יָצַר	ya.tsar	to form: formed
3336	יֵ֫צֶר	ye.tser	intention
3337	יֵ֫צֶר	ye.tser	Jezer
3338	יְצֻרִים	ya.tsur	member
3341	יָצַת	ya.tsat	to kindle
3342	יֶ֫קֶב	ye.qev	wine
3343	יְקַבְצְאֵל	ye.qav.tse.el	Jekabzeel
3344	יָקַד	ya.qad	to burn
3347	יׇקְדְעָם	yoq.de.am	Jokdeam
3348	יָקֶה	ya.qeh	Jakeh
3349	יִקְּהָה	yiq.qa.hah	obedience
3350	יְקֵדָא	ye.qe.da	burning
3351	יְקוּם	ye.qum	existence
3352	יָקוֹשׁ	ya.qosh	fowler
3353	יָקוּשׁ	ya.qush	fowler
3354	יְקוּתִיאֵל	ye.qu.ti.el	Jekuthiel
3355	יׇקְטָן	yoq.tan	Joktan
3356	יָקִים	ya.qim	Jakim
3357	יַקִּיר	yaq.qir	precious
3359	יְקַמְיָה	ye.qam.yah	Jekamiah
3360	יְקַמְעָם	ye.qam.am	Jekameam
3362	יׇקְמְעָם	yoq.me.am	Jokmeam
3363	יָקַע	ya.qa	to dislocate/hang
3364	יָקַץ	ya.qats	to awake
3365	יָקַר	ya.qar	be precious
3366	יְקָר	ye.qar	preciousness
3368	יָקָר	ya.qar	precious
3369	יָקֹשׁ	ya.qosh	to snare
3370	יׇקְשָׁן	yoq.shan	Jokshan
3371	יׇקְתְאֵל	yoq.te.el	Joktheel
3372	יָרֵא	ya.re	to fear
3373	יָרֵא	ya.re	afraid
3374	יִרְאָה	yir.ah	fear
3375	יִרְאוֹן	yir.on	Yiron
3376	יִרְאִיָּיה	yir.iy.yah	Irijah
3379	יָֽרָבְעָם	ya.rov.am	Jeroboam
3381	יָרַד	ya.rad	to go down
3382	יֶ֫רֶד	ye.red	Jared
3383	יַרְדֵּן	yar.den	Jordan
3384	יָרָא	ya.ra	to shoot
3385	יְרוּאֵל	ye.ru.el	Jeruel
3386	יָרוֹחַ	ya.ro.ach	Jaroah
3387	יָרוֹק	ya.roq	green
3388	יְרוּשָׁא, יְרוּשָׁה	ye.ru.sah	Jerusha 
3389	אֲרִיאֵל	a.ri.el	Ariel
3391	יֶ֫רַח	ye.rach	month
3392	יֶ֫רַח	ye.rach	Jerah
3394	יָרֵחַ	ya.re.ach	moon
3395	יְרֹחָם	ye.ro.cham	Jeroham
3396	יְרַחְמְאֵל	ye.rach.me.el	Jerahmeel
3398	יַרְחָע	yar.ach	Jarha
3399	יָרַט	ya.rat	to push
3400	יְרִיאֵל	ye.ri.el	Jeriel
3401	יָרִיב	ya.riv	opponent
3402	יָרִיב	ya.riv	Jarib
3403	יְרִיבַי	ye.ri.vay	Jeribai
3404	יְרִיָּהוּ	ye.riy.yah	Jeriah
3405	יְרִיחוֹ	ye.ri.cho	Jericho
3406	יְרִימוֹת	ye.ri.mot	Jerimoth
3407	יְרִיעָה	ye.ri.ah	curtain
3408	יְרִיעוֹת	ye.ri.ot	Jerioth
3409	יָרֵךְ	ya.rekh	thigh
3411	יַרְכָא	yar.kah	thigh
3412	יַרְמוּת	yar.mut	Jarmuth
3413	יְרֵמַי	ye.re.may	Jeremai
3414	יִרְמְיָ֫הוּ	yir.me.yah	Jeremiah
3415	יָרַע	ya.ra	be ill
3416	יִרְפְּאֵל	yir.pe.el	Irpeel
3417	יָרַק	ya.raq	to spit
3418	יֶ֫רֶק	ye.req	green
3419	יָרָק	ya.raq	herb
3420	יֵרָקוֹן	ye.ra.qon	mildew
3421	יׇרְקְעָ֑ם	yor.qe.am	Jorkeam
3422	יְרַקְרַק	ye.raq.raq	greenish
3423	יָרַשׁ	ya.rash	to possess: possess
3424	יְרֵשָׁה	ye.re.shah	possession
3425	יְרֻשָּׁה	ye.rush.shah	possession
3426	אִיתַי	i.tay	there is
3427	יָשַׁב	ya.shav	to dwell
3428	יֶֽשֶׁבְאָב	ye.shev.av	Jeshebeab
3430	יִשְׁבּוֹ בְּנֹב	yish.bo b.nov	Ishbi-benob
3431	יִשְׁבַּח	yish.bach	Ishbah
3434	יֹשֵׁב בַּשֶּׁ֫בֶת	yo.shev bash.she.vet	Josheb-basshebeth
3435	יִשְׁבָּק	yish.baq	Ishbak
3436	יׇשְׁבְּקָ֫שָׁה	yosh.be.qa.shah	Joshbekashah
3437	יוֹב	yov	Yob
3438	יִשְׁוָה	yish.vah	Ishvah
3439	יְשׁוֹחָיָה	ye.sho.cha.yah	Jeshohaiah
3440	יִשְׁוִי	yish.vi	Ishvi
3442	יֵשׁוּעַ	ye.shu.a	Jeshua
3444	יְשׁוּעָה	ye.shu.ah	salvation
3445	יֶ֫שַׁח	ye.shach	emptiness
3447	יָשַׁט	ya.shat	to extend
3448	יִשַׁי	yi.shay	Jesse
3449	יִשִּׁיָּהוּ	yish.shiy.yah	Isshiah
3450	יְשִׁימִאֵל	ye.shi.ma.el	Jesimiel
3451	יְשִׁימָה	ye.shi.mah	desolation
3452	יְשִׁימוֹן	ye.shi.mon	Jeshimon
3453	יָשִׁישׁ	ya.shish	aged
3454	יְשִׁישַׁי	ye.shi.sah	Jeshishai
3455	יָשַׂם	ya.sam	to put
3456	יָשַׁם	ya.sham	be desolate
3457	יִשְׁמָא	yish.ma	Ishma
3458	יִשְׁמָעֵאל	yish.ma.el	Ishmael
3460	יִשְׁמַעְיָ֫הוּ	yish.ma.yah	Ishmaiah
3461	יִשְׁמְרַי	yish.me.ray	Ishmerai
3462	יָשֵׁן	ya.shen	to sleep
3463	יָשֵׁן	ya.shen	sleeping
3464	הָשֵׁם	ha.shem	Hashem
3465	יָשָׁן	ya.shan	(Gate of) Yeshanah
3466	יְשָׁנָה	ye.sha.nah	Jeshanah
3467	יָשַׁע	ya.sah	to save
3468	יֵ֫שַׁע	ye.sah	salvation
3469	יִשְׁעִי	yish.i	Ishi
3470	יְשַׁעְיָ֫הוּ	ye.sha.yah	Isaiah
3471	יָֽשְׁפֶה	ya.she.pheh	jasper
3472	יִשְׁפָּה	yish.pah	Ishpah
3473	יִשְׁפָּן	yish.pan	Ishpan
3474	יָשַׁר	ya.shar	to smooth
3475	יֶ֫שֶׁר	ye.sher	Jesher
3476	יֹ֫שֶׁר	yo.sher	uprightness
3477	יָשָׁר	ya.shar	upright
3478	יַעֲקֹב	ya.a.qov	Jacob
3483	יְשָׁרָה	yish.rah	uprightness
3485	יִשָּׂשכָר	yis.sa.s.khar	Issachar
3486	יָשֵׁשׁ	ya.shesh	decrepit
3489	יָתֵד	ya.ted	peg
3490	יָתוֹם	ya.tom	orphan
3491	יְתוּר	ya.tur	remainder
3492	יַתִּיר	yat.tir	Jattir
3493	יַתִּיר	yat.tir	preeminent
3494	יִתְלָה	yit.lah	Ithlah
3495	יִתְמָה	yit.mah	Ithmah
3496	יַתְנִיאֵל	yat.ni.el	Jathniel
3497	יִתְנָ֑ן	yit.nan	Ithnan
3498	יָתַר	ya.tar	to remain
3499	יֶ֫תֶר	ye.ter	remainder
3500	יֶ֫תֶר	ye.ter	Jether
3502	יִתְרָה	yit.rah	abundance
3503	יֶ֫תֶר	ye.ter	Jethro
3504	יִתְרוֹן	yit.ron	advantage
3505	יִתְרִי	yit.ri	Ithrite
3506	יֶ֫תֶר	ye.ter	Jether
3507	יִתְרְעָם	yit.re.am	Ithream
3508	יֹתֶ֫רֶת	yo.te.ret	lobe
3509	יְתֵת	ye.tet	Jetheth
3510	כָּאַב	ka.av	to pain
3511	כְּאֵב	ke.ev	pain
3512	כָּאָה	ka.ah	be disheartened
3513	כָּבֵד	ka.vad	to honor: honour
3514	כֹּ֫בֶד	ko.ved	heaviness
3515	כָּבֵד	ka.ved	heavy
3516	כָּבֵד	ka.ved	liver
3517	כְּבֵדֻת	ke.ve.dut	heaviness
3518	כָּבָה	ka.vah	to quench
3519	כָּבוֹד	ka.vod	glory
3520	כָּבוֹד	ka.vod	glorious
3521	כָּבוּל	ka.vul	Cabul
3522	כַּבּוֹן	kab.bon	Cabbon
3523	כָּבִיר	ke.vir	quilt
3524	כַּבִּיר	kab.bir	mighty
3525	כֶּ֫בֶל	ke.vel	fetter
3526	כָּבַס	ka.vas	Washer's
3527	כָּבַר	ka.var	to multiply
3528	כְּבָר	ke.var	already
3529	כְּבָר	ke.var	Chebar
3530	כִּבְרָה	kiv.rah	distance
3531	כְּבָרָה	ke.va.rah	sieve
3532	כֶּ֫בֶשׂ	ke.ve.s	lamb
3533	כָּבַשׁ	ka.vash	to subdue
3534	כֶּ֫בֶשׁ	ke.vesh	footstool
3535	כִּבְשָׂה	kiv.sah	ewe-lamb
3536	כִּבְשָׁן	kiv.shan	kiln
3537	כַּד	kad	jar
3538	כְּדַב	ke.dav	false
3539	כַּדְכֹּד	kad.kod	ruby
3540	כְּדׇרְלָעֹמֶר	ke.dor.la.o.mer	Chedorlaomer
3541	כֹּה	koh	thus
3543	כָּהָה	ka.hah	to grow dim
3544	כֵּהֶה	ke.heh	faint
3545	כֵּהָה	ke.hah	easing
3546	כְּהַל	ke.hal	be able
3547	כָּהַן	ka.han	to minister
3548	כֹּהֵן	ko.hen	priest
3550	כְּהֻנָּה	ke.hun.nah	priesthood
3551	כַּוָּה	ka.vah	window
3553	כּוֹבַע	ko.va	helmet
3554	כָּוָה	ka.vah	to burn
3555	כְּוִיָּה	ke.viy.yah	burning
3556	כּוֹכָב	ko.khav	star
3557	כּוּל	kul	to sustain
3558	כּוּמָז	ku.maz	bracelet
3559	כּוּן	kun	to establish: prepare
3561	כַּוָּן	kav.van	bun
3562	כּוֹנַנְיָ֫הוּ	ko.nan.ya.hu	Conaniah
3563	כּוֹס	kos	cup
3564	כּוּר	kur	furnace
3565	בּוֹר עָשָׁן	kor a.shan	Bor-ashan
3566	כּ֫וֹרֶשׁ	ko.resh	Cyrus
3568	כּוּשׁ	kush	Cush
3569	כּוּשִׁי	ku.shi	Cushi
3570	כּוּשִׁי	ku.shi	Cushi
3572	כּוּשָׁן	ku.shan	Cushan
3573	כּוּשַׁן רִשְׁעָתַ֫יִם	ku.shan rish.a.ta.yim	Cushan-rishathaim
3574	כּוֹשָׁרָה	ko.sha.rah	prosperity
3575	כּוּתָה	ku.tah	Cuthah
3576	כָּזַב	ka.zav	to lie
3577	כָּזָב	ka.zav	lie
3579	כָּזְבִי	ko.ze.vi	Cozbi
3581	כֹּחַ	ko.ach	reptile
3582	כָּחַד	ka.chad	to hide
3583	כָּחַל	ka.chal	to paint
3584	כָּחַשׁ	ka.chash	to deceive
3585	כַּ֫חַשׁ	ka.chash	lie
3586	כֶּחָשׁ	ke.chash	deceptive
3587	כִּי	ki	branding
3588	כִּי	ki	for
3589	כִּיד	kid	ruin
3590	כִּידוֹד	ki.dod	spark
3591	כִּידוֹן	ki.don	javelin
3593	כִּידוֹר	ki.dor	battle
3594	כִּיּוּן	kiy.yun	Kiyyun
3595	כִּיֹּר	kiy.yor	basin
3596	כִּילַי	ki.lay	rogue
3597	כֵּילַפּוֹת	ke.laph	axe
3598	כִּימָה	ki.mah	Pleiades
3599	כִּיס	kis	purse
3600	כִּיר	kir	stove
3601	כִּישׁוֹר	ki.shor	distaff
3602	כָּ֫כָה	ka.khah	thus
3603	בִּקְעָה	biq.ah	Valley (of Jericho)
3605	כֹּל	kol	all
3607	כָּלָא	ka.la	to restrain
3608	כֶּ֫לֶא	ke.le	prison
3609	דָּנִיֵּאל, דָּנִאֵל	da.niy.yel	Daniel
3610	כִּלְאַיִם	kil.a.yim	mixture
3611	כֶּ֫לֶב	ke.lev	dog
3612	כָּלֵב	ka.lev	Caleb
3613	כָּלֵב אֶפְרָתָה	ka.lev eph.ra.tah	Caleb
3615	כָּלָה	ka.lah	to end: finish
3616	כָּלֶה	ka.leh	longing
3617	כָּלָה	ka.lah	consumption
3618	כַּלָּה	kal.lah	daughter-in-law: bride
3619	כְּלוּב	ke.luv	basket
3620	כְּלוּב	ke.luv	Chelub
3622	כְּלוּהוּ	ke.lu.hay	Cheluhi
3623	כְּלוּלָה	ke.lu.lah	betrothal
3624	כֶּ֫לַח	ke.lach	vigor
3625	כֶּ֫לַח	ke.lach	Calah
3626	כׇּל־חֹזֶה	kol-cho.zeh	Col-hozeh
3627	כְּלִי	ke.li	article/utensil
3628	כְּלִיא	ke.li	prison
3629	כִּלְיָה	kil.yah	kidney
3630	כִּלְיוֹן	kil.yon	Chilion
3631	כִּלָּיוֹן	kil.la.von	failing
3632	כָּלִיל	ka.lil	entire
3633	כַּלְכֹּל	kal.kol	Calcol
3634	כָּלַל	ka.lal	to perfect
3636	כְּלָ֑ל	ke.lal	Chelal
3637	כָּלַם	ka.lam	be humiliated
3638	כִּלְמָד	kil.mad	Chilmad
3639	כְּלִמָּה	ke.lim.mah	shame
3640	כְּלִמּוּת	ke.lim.mut	shame
3641	כַּלְנֵ֑ה	kal.neh	Calneh
3642	כָּמַהּ	ka.mah	to pine
3643	כִּמְהָם	kim.ham	Chimham
3644	כְּמוֹ	ke.mo	like
3645	כְּמוֹשׁ	ke.mosh	Chemosh
3646	כַּמֹּן	kam.mon	cummin
3647	כָּמַס	ka.mas	to store up
3648	כָּמַר	ka.mar	to grow warm
3649	כֹּ֫מֶר	ka.mar	pagan priest
3650	כִּמְרִיר	kim.rir	darkness
3651	כֵּן	ken	right
3653	כֵּן	ken	stand
3654	כֵּן	ken	gnat
3655	כָּנָה	ka.nah	to flatter
3657	כַּנָּה	kan.nah	shoot
3658	כִּנּוֹר	kin.nor	lyre
3660	כְּנֵ֫מָא	ke.ne.ma	thus
3662	כְּנָנִי	ke.na.ni	Chenani
3663	כְּנַנְיָ֫הוּ	ke.nan.yah	Chenaniah
3664	כָּנַס	ka.nas	to gather
3665	כָּנַע	ka.na	be humble
3666	כִּנְעָה	kin.ah	bundle
3667	כְּנַ֫עַן	ke.na.an	Canaan
3668	כְּנַעֲנָה	ke.na.a.nah	Chenaanah
3669	כְּנַעֲנִי	ke.na.a.ni	Canaanitess
3670	כָּנַף	ka.naph	to corner
3671	כָּנָף	ka.naph	wing
3672	כִּנֶּ֫רֶת	kin.n.rot	(Sea of) Chinnereth
3674	כְּנָת	ke.nat	associate
3677	כֶּ֫סֶא	ke.se	full moon
3678	כֵּס	kes	throne
3680	כָּסָה	ka.sah	to cover
3681	כָּסוּי	ka.suy	covering
3682	כְּסוּת	ke.sut	covering
3683	כָּסַח	ka.sach	to cut
3684	כְּסִיל	ke.sil	fool
3685	כְּסִיל	ke.sil	Orion
3686	כְּסִיל	ke.sil	Chesil
3687	כְּסִילוּת	ke.si.lut	stupidity
3688	כָּסַל	ka.sal	be stupid
3689	כֶּ֫סֶל	ke.sel	loin
3690	כִּסְלָה	kis.lah	confidence
3691	כִּסְלֵו	kis.lev	Chislev
3692	כִּסְלוֹן	kis.lon	Chislon
3693	יְעָרִים	ye.a.rim	(Mount) Jearim
3694	כְּסֻלּוֹת	ke.sul.lot	Chesulloth
3695	כַּסְלֻחִים	kas.lu.chim	Casluhim
3697	כָּסַם	ka.sam	to shear
3698	כֻּסֶּ֫מֶת	kus.se.met	rye
3699	כָּסַס	ka.sas	to compute
3700	כָּסַף	ka.saph	to long
3701	כֶּ֫סֶף	ke.seph	silver: money
3703	כָּסִפְיָא	ka.siph.ya	Casiphia
3704	כֶּ֫סֶת	ke.set	amulet
3705	כְּעַן	ke.an	now
3707	כָּעַס	ka.as	to provoke
3708	כַּ֫עַס	ka.as	vexation
3709	כַּף	kaph	palm
3710	כֵּף	keph	rock
3711	כָּפָה	ka.phah	to subdue
3712	כִּפָּה	kip.pah	branch
3713	כְּפוֹר	ke.phor	bowl
3714	כָּפִיס	ka.phis	rafter
3715	כְּפִיר	ke.phir	lion
3716	כְּפִירָה	ke.phi.rah	Chephirah
3717	כָּפַל	ka.phal	to double
3718	כֶּ֫פֶל	ke.phel	double
3719	כָּפַן	ka.phan	to hunger
3720	כָּפָן	ka.phan	famine
3721	כָּפַף	ka.phaph	to bend
3722	כִּפֶּר	ki.pher	to atone
3723	כָּפָר	ka.phar	Chephar
3724	כֹּפֶר	ko.pher	ransom
3725	כִּפֻּרִים	kip.pur	atonement
3727	כַּפֹּרֶת	kap.po.ret	mercy seat
3728	כָּפַשׁ	ka.phash	to cower
3729	כְּפַת	ke.phat	to bind
3730	כַּפְתּוֹר	kaph.tor	capital
3731	כַּפְתּוֹר	kaph.tor	Caphtor
3732	כַּפְתֹּרִי	kaph.to.ri	Caphtorim
3733	כָּר	kar	saddle
3734	כֹּר	kor	kor
3735	כְּרָא	ka.ra	be distressed
3736	כַּרְבֵּל	kar.bel	be clothed
3737	כַּרְבְּלָא	kar.be.la	helmet
3738	כוּר	khur	to dig
3739	כָּרָה	ka.rah	to trade
3740	כֵּרָה	ke.rah	feast
3741	כָּרָה	ka.rah	hollow
